Price,Bedrooms,Bathrooms,Floors,"Waterfront
0 = no
1 = yes","Condition
1 = worn out
5 = excellent","Grade
1 = poor
13 = excellent",Year Built,"Living Space 
(sq.ft.)","Lot Size 
(sq. ft.)"
222900,2,1,1,0,3,6,1944,1150,6504
399950,4,3,1,0,3,8,1969,2430,59612
728000,4,2.5,2,0,3,9,1994,2650,12032
850000,5,3.5,2,0,3,10,1994,4290,67019
525000,4,2.75,2,0,3,8,1998,2530,14640
257000,3,1,1.5,0,5,7,1910,1360,10400
433500,3,2.5,2,0,3,8,2009,2130,3423
314950,4,1.75,1,0,4,7,1969,1510,9711
500000,3,1.75,1,0,3,7,1977,1780,8100
300000,3,1.5,1,0,3,7,1956,1590,9625
645000,4,2.5,2,0,3,8,1985,2230,9744
222500,3,1,1,0,3,7,1972,1360,10125
275000,3,1.75,1,0,4,7,1976,1270,8099
498000,3,1.5,1.5,0,4,8,1909,1360,6000
800000,3,1.75,1,0,3,7,1958,1870,11020
297000,3,2.5,2,0,3,8,1994,1940,7601
625000,5,3.5,2,0,3,9,1997,2440,6000
770000,4,2.5,2,0,3,9,2003,3190,6981
517000,3,2.25,1.5,0,3,8,1930,1530,4635
238000,1,1,1,0,5,5,1941,1200,6350
234550,3,1,1,0,3,7,1946,1160,10236
230500,3,2.25,1,0,3,7,1973,1690,6720
585000,5,2.5,1.5,0,4,7,1920,1610,8227
733000,4,1.75,1.5,0,5,7,1924,1280,3825
357950,2,1,1,0,3,7,1952,900,4365
530000,3,1.75,1,0,3,7,1927,1560,4000
377500,4,2.5,2,0,3,8,1999,1680,10018
475000,4,2.5,2,0,3,7,2006,2320,5253
399000,3,1.75,1,0,3,7,2008,1710,297514
660000,3,2,1,0,5,7,1926,1710,4830
400000,5,2.25,1,0,4,7,1958,1740,9225
440000,2,1,1,0,4,7,1944,1150,4365
366400,4,2.25,1,0,4,8,1977,2030,11500
627250,4,2.5,2,0,3,9,1993,2970,9619
375950,3,1.75,1,0,3,6,1920,1510,7250
162000,3,2.25,1,0,3,7,1978,1690,7770
780000,3,2.75,2.5,0,3,8,1924,1680,3120
705000,4,2.5,1.5,0,3,8,1905,1690,5625
450000,4,2.5,1,0,4,9,1972,2560,11998
311000,3,2.75,1,0,3,7,1981,1400,7279
485000,3,2.5,2,0,3,8,1985,1770,6700
485000,3,2.5,2,0,4,8,1987,1940,8900
725000,5,3.75,2,0,3,8,1963,1930,6000
185000,3,1,1,0,4,6,1975,1520,14000
1.89E+06,4,4.25,2,0,3,10,2013,1570,8994
260000,3,2.25,2,0,4,7,1990,1530,8102
356000,4,2.5,2,0,3,8,2004,2470,5078
225205,3,1,1,0,3,6,1977,1200,7200
445000,3,1,1,0,4,7,1949,1560,8910
356000,2,1,1,0,4,6,1914,1460,4945
760250,5,2.75,1,0,4,7,1953,2540,11000
572000,2,2,1,0,3,8,2005,1810,5143
970000,3,2.25,1.5,0,4,9,1930,4950,10655
348450,4,2.5,2,0,3,8,1994,2210,9019
535500,3,1.5,2,0,4,8,1983,1730,36250
710000,5,2.5,1,0,3,8,1956,2680,9900
745000,3,1.75,1,0,4,7,1947,2310,9800
355000,4,2.5,2,0,3,7,1996,2160,8265
333000,4,2.5,2,0,3,8,2004,2690,5505
282000,3,2.5,2,0,4,7,1993,1570,6000
840500,3,2,1.5,0,4,8,1906,1960,5400
432000,3,1.75,1,0,4,7,1959,1360,8000
625000,3,1,1,0,4,9,1927,1400,4800
209977,3,1,1,0,4,7,1948,1440,9823
174000,2,1,1,0,3,6,1979,1767,8308
740000,4,2,1,0,4,8,1977,2470,9400
518000,3,1.75,1.5,0,4,7,1909,1830,4080
539000,3,1.75,1,0,4,7,1915,1250,3750
575000,3,2.75,1,0,3,8,1978,2170,10400
530000,2,1.75,2,0,3,9,2010,1280,1183
242025,4,1.75,1.5,0,4,7,1935,1910,8523
1.03E+06,4,2.5,1,0,4,8,1962,2360,11200
230000,3,1,1,0,3,7,1978,880,7500
350000,4,2.5,1,0,3,8,1965,2260,7500
595000,3,1,1,0,3,6,1958,1440,8064
440000,3,1.75,1,0,3,8,1983,1950,7622
550000,3,1,1,0,3,7,1904,1460,6000
940000,4,2.25,1,0,3,9,1963,2430,5940
375000,3,1.5,2,0,3,8,2007,1380,1751
567500,2,1.5,1,0,3,7,1939,1610,5102
735000,3,2.5,1,0,5,8,1968,2400,27135
114000,2,1,1,0,3,6,1928,1220,6240
608000,2,1,1,0,4,7,1913,1590,3600
442500,3,1.5,1.5,0,3,7,1980,2130,48144
381800,4,2,1,0,3,7,1981,1100,5250
330000,3,2,1,0,5,7,1919,1350,4680
90000,2,1,1,0,3,7,1973,1310,2064
312000,2,1.75,1,0,4,6,1941,960,5750
339000,3,1,1,0,4,7,1955,1080,8100
313000,3,1.75,1,0,4,8,1967,1980,8000
618080,3,2.5,2,0,3,8,1988,2030,8485
325000,3,2.25,2,0,3,8,1979,2280,9940
242000,4,1,1,0,3,7,1966,1080,7620
364000,2,1.5,1,0,3,7,1978,1660,7255
545000,3,1.75,1.5,0,5,7,1925,1700,5750
445000,3,2.5,2,0,3,10,1988,2890,11632
1.09E+06,4,2.75,2,0,4,9,1980,3010,10650
660000,4,2.5,1,0,3,8,1964,2270,8640
845000,4,2.5,1,0,3,10,1989,3460,35610
417000,4,2,1,0,3,6,1907,1590,4000
213800,2,1,1,0,4,5,1952,750,5200
400000,2,1.75,1,0,4,7,1946,1000,6000
759950,4,3.5,2,0,5,8,2005,1250,7560
990000,4,2.5,2,0,3,9,2003,1400,4000
710000,3,1.75,1,0,5,8,1963,2400,10250
315000,1,0.75,1,0,4,6,1910,1550,4600
515000,4,2.5,1,0,5,8,1977,2690,12196
638000,3,2,1,0,5,7,1922,1560,3729
370000,4,2,1.5,0,4,7,1946,1840,8680
184000,3,1,1,0,3,7,1968,1410,14850
583800,3,2.5,2,0,3,8,2002,2310,6656
309500,3,1,1,0,3,7,1968,1770,7320
1.96E+06,4,4,2,0,3,12,1998,3900,35237
299000,1,1,1,0,3,7,1923,1400,4400
215000,2,1,1,0,3,6,1943,960,7200
410000,4,2,1,0,3,8,1961,2090,12300
478000,2,1,1,0,3,7,1939,1630,6000
431000,2,1,1,0,4,7,1918,1280,6500
635000,4,2.5,2,0,3,9,1997,2640,28972
648000,5,2.25,2,0,4,8,1973,2080,12000
640000,3,2.5,2,0,3,9,1993,2550,11558
932808,5,4.5,2,0,3,10,1995,4070,11505
835000,2,2,1,0,3,8,2002,2280,6750
469775,2,1.75,1,0,3,7,1942,2090,6600
587000,5,3.5,2,0,4,7,1989,1620,60112
677915,3,2,1,0,5,7,1923,1250,3600
1.08E+06,4,3,1,0,4,9,1976,2700,9775
671000,4,3,1.5,0,3,7,1953,2080,5700
695000,5,3.25,2,0,3,9,2007,3550,8468
205000,4,2,1,0,3,6,1944,1330,6099
350000,4,1,1.5,0,4,7,1955,1950,10656
360000,3,1.75,2,0,4,7,1980,1720,8073
313999,4,2.25,2,0,3,7,2008,1870,4184
300000,3,2.25,1,0,3,8,1979,2070,7400
452000,2,1.75,1,0,3,7,1981,1900,19850
495500,3,2.5,1,0,3,7,1978,2040,55527
288000,3,1,1,0,4,7,1961,1570,40500
227490,3,1.75,1,0,4,7,1967,1420,7560
470950,3,2.5,2,0,4,8,1989,2120,16298
735000,4,2.75,2,0,3,8,2010,2320,4187
730000,7,2.75,1.5,0,5,7,1914,1240,4280
412000,3,2.5,2,0,4,8,1985,2260,7224
589500,4,2.5,2,0,3,9,2008,3240,6229
291000,7,1,1,0,3,7,1962,1500,7366
1.30E+06,5,3.75,2,0,3,9,2010,2550,6400
190000,3,1,1,0,4,6,1961,1160,9000
456200,2,1.75,1,0,3,6,1904,1670,7733
225000,3,1,1,0,4,7,1966,1300,7350
2.00E+06,3,2.5,1,1,3,10,1968,1780,15244
740000,4,2.5,2,0,3,9,1997,1930,9936
467000,3,1.75,1,0,3,8,1948,2030,6111
385000,2,1,1,0,3,6,1946,1390,7500
670000,3,2.5,2,0,3,7,1985,1790,4763
500000,4,2.5,1,0,4,8,1959,2250,6098
352450,3,2,1,0,5,7,1945,1630,6315
669888,4,2.75,2,0,3,9,1989,2670,7796
405000,3,2.75,1,0,3,7,1957,1310,7030
518000,3,1.5,1,0,4,7,1956,1450,8000
280000,4,1,1,0,3,7,1974,1880,6334
435000,3,2.5,2,0,3,7,2005,1830,2375
314950,3,2,1,0,3,7,1996,1910,9231
209900,2,2,2,0,3,6,2005,1310,3003
630000,4,2.5,2,0,4,8,1980,2460,36600
442000,4,1.5,1.5,0,4,7,1962,2050,9375
340000,4,1,1,0,2,5,1944,1450,7560
230000,3,1.75,1,0,4,7,1957,1400,9375
495200,5,2.25,1,0,3,7,1955,2850,12224
900000,4,2.5,2,0,3,10,1998,3320,8370
265000,2,1,1,0,3,5,1917,1020,4600
489500,3,1.75,1,0,3,8,1977,2450,47178
335000,3,2,1,0,4,7,1985,2950,29152
585000,3,3.25,2,0,3,8,1990,3050,12386
800000,4,2.25,1,0,4,8,1950,2010,7200
379500,4,2.25,2,0,4,7,1985,2120,53578
475000,3,1,1,0,4,6,1959,1210,7875
520000,3,2,1,0,4,7,1961,2020,8250
515000,4,2.5,2,0,3,8,2001,1800,4507
577500,2,1,1,0,4,7,1926,2054,5515
269900,3,2.25,1,0,4,7,1963,1640,9600
329000,3,1,1,0,4,7,1964,1460,6200
458500,3,1.5,1.5,0,3,7,1905,1280,3150
890000,4,2,1.5,0,4,6,1947,2790,20680
361500,4,2.5,2,0,3,7,2003,1850,7134
2.54E+06,5,3.25,1,0,4,10,1963,4180,19110
325000,2,1,1,0,3,7,1984,1580,8965
1.85E+06,4,3.25,3,0,3,8,2014,2200,4080
945000,4,2,1,0,3,7,1952,2840,12744
370000,3,2.5,2,0,3,9,2005,2490,4748
450000,2,2,1,0,3,8,2006,1440,3921
800000,4,2.5,2,0,4,10,1994,2900,18303
676000,3,2.5,2,0,3,7,1995,1460,5100
1.27E+06,4,1.75,2,0,4,9,1921,3220,5600
290000,3,1.75,1,0,3,7,1972,1920,7980
158000,3,1.5,1,0,4,7,1962,1360,8625
379950,4,1.75,1,0,5,7,1960,1820,8135
583000,4,2.5,2,0,3,8,2001,2330,4517
150000,2,1,1,0,4,6,1957,1020,5700
261500,3,2.5,2,0,3,7,1990,1260,6825
278000,4,2.5,2,0,3,7,2004,1480,3608
555000,4,2.75,1,0,3,8,1977,2120,7820
355000,3,1.75,1,0,3,7,1958,1900,8172
375000,4,1.5,1,0,3,7,1958,1600,7000
227000,3,1.75,1,0,1,6,1918,1720,6377
335000,4,2,1,0,4,7,1969,1560,325393
680000,3,2.25,1,0,3,9,1975,2520,28300
686500,2,1.75,1.5,0,4,8,1928,2160,5000
410000,3,1.75,1,0,3,7,1988,1550,13566
425000,2,1,1.5,0,3,6,1921,1950,11421
562500,3,2.5,1,0,3,8,1988,2040,7130
345000,4,2.5,2,0,3,7,2003,2390,6346
627500,4,2.5,1,0,4,8,1979,2820,9800
355000,3,1,1,0,3,7,1962,1746,54014
335000,3,2.25,2,0,3,7,1986,1670,6203
350000,4,3,1,0,3,7,1953,1730,5304
590000,3,1,1,0,3,7,1978,2510,58127
252000,3,2,2,0,3,7,1990,1790,6607
1.30E+06,5,4,1,0,5,10,1968,2720,9614
705000,4,2,2,0,3,7,1947,1440,5408
498000,3,2,1,0,3,7,1968,2120,8424
312500,2,1,1,0,3,7,1948,1250,7252
260000,4,1.75,1,0,2,7,1962,1040,7500
209950,3,1.5,1,0,4,7,1967,1310,9600
610000,3,1.75,1,0,4,7,1967,2050,9660
500000,4,1,1.5,0,3,7,1906,1490,5000
850000,3,3.5,1,0,3,8,1928,2350,5881
689000,4,2.5,1,0,5,8,1961,2140,10807
470000,4,2,2,0,3,9,1974,1910,4611
640000,3,3,2,0,3,9,2002,2850,5661
290000,4,1.75,1,0,3,8,1960,1970,7800
258500,3,2.5,2,0,3,7,1983,1670,8486
1.10E+06,4,3.5,1,0,4,9,1977,2370,8811
420000,3,1.75,1,0,3,7,1977,2030,22320
230000,3,1,1,0,3,7,1955,1190,9450
252000,3,1.5,1,0,4,7,1986,1480,8125
515000,3,2.5,2,0,3,8,2003,2600,4658
425000,2,1,1,0,4,6,1905,1740,5000
575000,3,2.5,2,0,3,8,1994,1760,4698
390000,2,1,1,0,4,7,1909,1090,5356
561500,4,2.25,1,0,3,8,1968,2310,9800
1.35E+06,4,1.75,1.5,0,4,9,1926,1950,3728
835000,5,2.75,1,0,5,9,1955,2050,7830
245000,2,1,1.5,0,3,6,1933,1480,14519
475200,3,2.5,2,0,3,8,2000,1670,2897
425000,2,1,1,0,4,7,1941,1330,5024
218000,2,1.5,2,0,3,7,1952,1360,8037
600000,4,2.5,2,0,3,9,1999,2640,6185
545000,4,2.25,1,0,3,8,1967,1920,7210
2.41E+06,5,2.5,1.5,0,3,9,1918,5500,20066
460000,5,3,1,0,3,7,1992,2040,5297
425000,2,1,1,0,3,7,1950,1360,6413
455000,3,1.75,1,0,4,7,1955,1520,8360
313100,3,2,1,0,3,8,1994,1980,11336
780000,4,3.5,2,0,4,10,1987,2830,37674
345500,4,2.5,2,0,3,8,1999,1770,9600
243000,3,1.75,1,0,5,7,1975,1270,7600
670000,5,3.5,1,0,4,8,1973,2440,9600
325000,3,1.5,1,0,3,6,1983,1210,7560
281000,2,1,1,0,3,7,1951,1460,17771
130000,3,1,1,0,4,7,1913,1450,5100
340000,3,2.5,2,0,3,7,1995,2020,8121
485000,4,2.75,2,0,4,8,1977,1960,51366
642860,4,2.75,2,0,3,8,2014,2520,6398
747000,3,1.75,1,0,3,7,1911,1620,4800
559950,4,2.5,2,0,3,8,1979,2110,7269
577288,4,2.75,2,0,3,9,2008,2030,5400
575000,2,1,1.5,0,3,7,1920,1710,3750
287000,3,1,1,0,4,7,1953,1170,6464
1.15E+06,4,3.75,2,0,3,9,2012,2910,8558
335000,2,1,1,0,3,6,1945,2040,10450
375000,4,2.25,2,0,2,8,1966,1800,13175
325000,2,1,1,0,3,6,1926,1400,7930
530000,3,2.25,1,0,4,7,1976,2550,175982
287000,4,2.25,1,0,3,7,1977,1980,7081
320000,5,3,1,0,3,8,1979,2630,8062
425000,4,2.5,2,0,3,7,2006,2090,4400
550000,3,1,1,0,4,8,1954,2120,6009
135000,3,1,1,0,2,6,1961,1320,8450
695000,3,1.75,1.5,0,4,8,1924,2300,5995
975000,5,2.5,1,0,4,9,1977,2890,12598
210000,4,1.75,1,0,3,8,1950,2180,28710
518000,4,1.75,1,0,4,7,1951,1590,8100
335500,3,1,2,0,3,6,1930,1450,7214
750000,4,3.5,2,0,3,9,1984,2170,5900
515000,3,1.75,1,0,4,7,1956,1630,12000
344500,4,2.75,1,0,3,7,2002,1820,6900
470000,3,1.5,1,0,3,7,1958,2080,8965
606150,4,1.75,1,0,3,8,1967,2040,9587
292000,4,2.75,1,0,3,7,1998,2220,6649
450000,3,2.5,2,0,3,7,1979,1460,320890
429000,3,1.75,1,0,3,8,1957,1360,4920
765000,4,2.5,2,0,3,9,1988,2560,36280
425000,2,1,1,0,3,5,1905,1290,5000
505000,4,2.5,2,0,3,7,2000,3010,5340
544950,3,1.75,1,0,3,7,1957,1600,7700
382000,3,2,1.5,0,3,8,1936,1450,4840
475000,3,1.75,2,0,3,7,1978,1870,15391
355000,3,1.5,2,0,4,7,1982,1370,3799
410000,4,2.5,1,0,5,7,1972,1370,7592
450000,4,2,1,0,3,6,1900,1175,2315
565000,7,4.5,1,0,3,7,1978,1440,1865
529100,2,1,1.5,0,4,7,1941,1670,5712
452500,4,2.5,2,0,3,7,2006,2320,4578
245000,4,2,1,0,3,7,1967,1550,8000
415000,1,1,1,0,3,6,1954,1330,4110
610000,4,2.5,2,0,3,9,1990,2360,11412
363500,4,1.75,1,0,5,7,1962,2020,9792
510000,3,2.75,1,0,4,8,1969,1990,12196
650000,4,2.5,2,0,3,8,1996,2840,26071
290000,4,2.5,2,0,4,7,1973,1780,8820
170000,3,1,1,0,2,6,1944,960,6298
510000,2,1,1,0,3,6,1900,1380,2370
2.28E+06,7,8,3,0,3,12,1999,4850,217800
316000,4,2.5,2,0,3,8,1987,2230,7614
690000,4,2.5,2,0,4,9,1989,2560,10982
199950,2,1,1,0,5,5,1952,970,5200
207000,3,1,1,0,3,6,1960,980,7200
449950,4,2.25,1.5,0,4,8,1976,2320,8723
361550,3,1.75,1,0,2,7,1980,1420,15450
824000,4,3.5,2,0,3,10,1996,3730,56257
537000,3,1.75,1,0,5,7,1957,1720,10050
838400,4,2.5,2.5,0,4,9,1974,2580,9525
225000,2,1,1,0,3,6,1947,990,4920
329900,3,2,1,0,4,7,1982,1320,6827
282500,4,1,1,0,4,6,1942,1610,28108
229950,3,1.75,1,0,4,7,1969,1230,9800
500000,2,1,1,0,3,7,1947,1660,8800
495000,3,1.75,1,0,3,8,1967,1920,6793
149500,3,1,1,0,4,7,1959,1240,9450
726000,3,2.5,1,0,4,8,1974,2260,10115
899000,4,2.5,2,0,3,10,1998,3470,10295
317000,3,1,1,0,5,7,1955,1270,8996
395000,1,1,1,0,3,6,1953,1110,4100
360000,4,3,2,0,3,8,1999,2010,6740
570000,4,2.5,2,0,3,8,1996,2100,6261
320000,4,2.5,2,0,3,8,2003,2910,5025
320000,3,1.75,1.5,0,3,7,1976,1470,12465
268000,5,2.5,2,0,3,7,2004,1880,4109
191000,2,1,1,0,5,6,1905,940,6000
400000,2,1,1,0,4,7,1949,1040,7500
515000,2,1,1,0,5,7,1907,1340,5000
610000,4,2.5,2,0,3,9,2004,3160,8813
538000,2,1.75,1,0,3,7,1929,1850,4080
432000,3,2.5,2,0,4,7,2003,1960,5020
335000,4,2.25,2,0,3,8,1978,2180,8100
302000,5,1.75,1.5,0,5,7,1926,1950,8491
787500,4,1.75,1,0,3,7,1963,2010,9382
420000,3,1,1,0,5,8,1937,1710,7055
560000,3,2.5,2,0,3,9,1991,2820,175111
535000,3,2.5,2,0,3,8,1989,2090,6176
310000,3,2.5,1,0,3,7,1990,1780,6771
760000,5,2,1.5,0,5,7,1910,1830,4240
242500,3,1.75,2,0,3,7,2005,1550,1866
1.31E+06,6,3,1.5,0,3,8,1911,1720,3600
235000,3,1,1,0,5,6,1949,1650,7153
598780,4,2.25,1,0,4,7,1963,2560,12090
433200,3,2.5,2,0,3,8,2002,2300,32379
343000,2,1,1,0,5,6,1942,2830,10091
145000,2,1,1,0,3,6,1964,2390,8125
291970,1,1,1,0,3,5,1952,1470,19406
599950,3,1,1,0,3,7,1949,1330,7910
1.75E+06,4,2.5,1.5,0,3,8,1908,2920,16544
870000,4,1.75,1,0,3,9,1964,2350,11700
323000,4,2.75,2,0,4,7,1992,1690,7735
727000,4,3,2,0,3,9,2001,3150,8819
166000,1,1,1,0,3,7,1988,1280,17334
450000,4,1.75,1,0,3,7,1961,2190,12204
400000,3,2.5,1,0,3,7,1967,2390,20300
599000,3,2.5,1,0,3,7,1967,2390,20300
165000,3,1,1,0,4,5,1908,1290,19200
229000,2,1,1,0,3,6,1941,1140,7408
305000,1,1,1,0,3,5,1946,1470,7500
930000,3,3.25,2,0,3,9,2001,1930,4255
542000,3,2.5,1,0,3,8,1964,2470,10125
214000,3,1,1,0,4,6,1900,1600,9700
718000,3,2.5,2,0,3,8,2001,1650,8877
349000,3,2.5,3,0,3,8,2002,1430,1530
305000,3,2.5,2,0,3,7,1997,2290,7945
498000,3,2.5,2,0,4,7,1900,1370,3840
799950,4,3.5,2,0,3,10,1993,2500,195395
737000,3,2.5,2,0,3,9,1997,2300,8187
860000,4,3.25,2,0,3,10,2001,2555,5204
339950,3,2.5,1,0,3,8,1984,2460,35686
249000,3,2.25,1,0,3,7,1982,1440,8418
370000,2,1,1,0,2,6,1910,1620,5525
725000,3,2,1,0,4,7,1964,2900,12372
529000,5,2.5,1,0,4,8,1976,1880,12870
310000,4,2.75,1,0,4,7,1988,1540,8100
315000,4,2.25,2,0,3,8,1981,1900,7980
1.30E+06,4,2.5,2,0,3,9,1927,2280,5440
435000,3,2,2,0,5,7,1964,1650,8625
350000,3,1.75,1,0,4,7,1979,1970,8768
240000,3,1,1,0,3,7,1948,1780,8400
410000,3,2.25,2,0,3,7,1987,1430,4664
430000,4,2.75,2,0,3,7,2003,2270,4348
446000,4,2.5,1,0,3,7,1974,1650,9794
240000,3,1.5,1.5,0,5,7,1984,1310,11456
595000,4,3,1.5,0,4,8,1970,3210,39512
215150,3,1,1,0,4,6,1969,920,4770
319950,2,1,1,0,5,7,1949,2090,7980
385000,3,2,2,0,3,8,2000,1670,9912
280000,3,2.5,2,0,3,8,1991,1790,7577
399950,3,2.5,1,0,3,7,1974,1360,7300
132500,3,1,1,0,3,7,1967,1200,9607
399950,2,0.75,1,0,4,7,1916,1330,2856
290000,2,1,1,0,3,7,1948,870,6800
860000,5,2.25,1,0,4,8,1958,1720,8592
3.10E+06,6,4.25,3,0,4,12,1999,3930,18367
245000,4,1,1.5,0,3,7,1948,1530,7200
255000,3,1.5,1,0,3,7,1956,2000,7700
310000,4,3,2,0,3,7,1976,2050,10000
299000,3,1,1,0,3,7,1955,1080,8100
575000,4,2.5,2,0,4,8,1996,2130,5496
284000,3,1,1,0,3,7,1944,1850,13560
840000,3,1.75,1,0,4,8,1926,1680,4800
442573,3,1.75,1,0,3,7,1980,1910,8645
560000,3,1,1,0,3,8,1931,1350,6923
485000,3,2,1,0,4,7,1917,1040,4400
472500,4,1.75,1,0,4,7,1961,1720,9748
1.61E+06,4,2.75,2,0,3,11,1996,3860,20723
808000,8,3.75,2,0,3,7,1987,2170,3750
398000,3,1.75,1.5,0,4,7,1950,1820,11450
340000,3,2.5,2,0,3,8,2003,2400,6000
380000,2,1,1.5,0,3,6,1910,1130,4000
235000,3,1,1,0,3,6,1948,1330,5909
400000,3,1.5,1,0,3,7,1956,1940,9900
582000,5,2.5,1,0,4,8,1968,2750,9930
209000,2,1,1,0,3,6,1962,1130,6120
335000,5,3,1.5,0,4,7,1962,1610,7700
285950,2,1,1,0,5,6,1942,1100,7020
645000,5,2.25,2,0,4,8,1975,2460,48351
312000,2,1,1.5,0,4,7,1916,1110,7500
663000,3,2.25,1,0,3,7,1967,2220,31688
443950,3,1.75,1,0,3,6,1946,2100,9681
315000,3,2,1,0,3,7,1981,1080,5750
302200,4,1.5,1,0,3,7,1964,1510,10396
770000,3,2.5,2,0,4,9,1979,2315,2538
374950,4,1.75,1,0,3,8,1974,1800,7684
330000,3,2.5,2,0,3,9,1989,2440,8641
230000,2,1,1,0,4,6,1942,1730,7020
967000,4,2.5,2,0,3,9,2010,1240,6670
536500,4,2.5,2,0,3,8,2000,1140,2208
315000,6,4,2,0,4,7,1993,1460,4240
626000,3,1,1,0,4,7,1924,1170,4240
334009,4,2,1,0,4,6,1960,1860,7486
429000,2,1,1,0,2,7,1924,1410,5000
818000,4,2.5,2,0,3,10,1987,3440,52900
326000,5,2.75,2,0,3,8,2013,2474,5948
310000,5,3,1,0,3,7,1997,1640,5000
525000,4,2,1,0,4,7,1947,1800,7680
350000,3,2.25,1.5,0,3,7,1986,1720,4187
936000,4,2.5,2,0,3,10,2001,3150,7515
226000,3,1,1,0,3,7,1954,1530,7201
1.25E+06,5,3.5,2,0,3,10,2008,1460,1684
428000,3,1.75,1,0,4,7,1985,2040,210394
329932,3,1.5,1,0,3,7,1971,2330,7560
539000,3,1.5,1,0,3,7,1971,2330,7560
275000,3,1.75,1,0,4,8,1977,2020,7700
590000,4,2.5,2,0,3,9,1993,2330,35448
782000,4,2.5,2,0,3,10,1997,3530,26673
575000,4,2.5,2,0,3,8,1985,1990,9611
509000,3,2.25,2,0,3,7,1996,1780,8545
290000,4,2.5,1,0,4,7,1968,1800,9810
305240,3,1,1,0,3,7,1956,1500,9600
555000,3,2,1.5,0,4,8,1930,1850,5000
317000,3,2,1,0,3,7,1980,1880,8228
430000,3,2,1.5,0,3,8,1971,1980,4275
850000,2,1.5,1,0,4,7,1962,2090,4173
469000,3,2.25,1,0,3,7,1976,1820,12071
327200,2,2,1,0,4,6,1942,1430,12037
835000,3,3,2,1,4,8,1977,2990,11476
360000,4,2.5,2,0,3,8,1990,2340,11188
372000,4,2.5,2,0,3,8,1999,2010,7215
453000,3,1,1.5,0,4,7,1968,2270,10080
275000,2,1.75,1,0,5,7,1931,1940,11317
475000,4,2.5,2,0,4,7,1963,2040,7360
310000,4,2.75,1,0,3,7,1986,2300,10530
173000,4,2,1,0,5,7,1957,1350,8623
313500,5,3,1,0,3,6,1985,1780,43400
345000,3,2.5,2,0,3,8,2007,1360,1688
436000,3,1.5,1,0,3,8,1955,1950,9500
244500,2,1.75,1,0,3,6,1939,1370,12986
206000,3,1.75,1,0,4,7,1968,1370,9800
890000,4,2.5,2,0,3,9,2005,3590,8065
329950,4,2.25,2,0,3,8,1986,2140,8789
250000,3,1.75,1,0,3,7,1996,1490,216344
246000,3,2,1,0,3,7,1949,2760,217800
440000,3,1.75,1,0,3,7,1979,2560,9674
395000,4,1.75,1,0,3,7,1975,1810,8100
305000,3,1,1,0,5,6,1918,1100,5150
160000,3,2.25,1,0,3,7,1985,1670,8359
269000,3,2.25,1,0,3,7,1985,1670,8359
169500,3,1,1,0,3,6,1962,1060,10023
690500,4,2.75,2,0,3,8,2014,1450,9183
245560,2,1.5,1,0,3,7,1957,1800,9693
345000,4,2.75,2,0,3,8,1987,2190,11850
383000,4,1.75,1,0,4,8,1958,1970,9569
388500,3,2.25,2,0,3,8,2007,1350,1245
250000,3,1.75,1,0,3,7,1985,1660,8538
455500,3,1.75,1,0,4,9,1973,2900,13034
672000,3,1,1,0,4,7,1954,1390,8573
550000,4,1.5,1,0,2,7,1958,1470,11514
487000,3,1.75,1,0,3,7,1959,1750,10350
291375,4,2.5,2,0,3,7,2001,2220,5352
225000,3,1,1,0,3,7,1946,1950,13228
519950,5,3.5,2,0,4,7,1974,2000,10568
250000,3,2.5,2,0,4,8,1990,2070,9239
614950,3,1,1.5,0,5,7,1900,1780,3600
599500,4,2.25,2,0,4,7,1984,2020,10311
625000,4,1.5,1,0,3,8,1952,2520,20500
248500,2,1,1,0,4,7,1958,1090,14750
469950,5,2,1,0,4,6,1921,1790,4200
525000,3,1.5,1,0,4,8,1970,1680,10950
787500,2,2.5,2,0,4,8,1949,2390,12852
485000,4,2.5,1,0,3,10,2005,3674,17913
310000,2,1,1,0,3,6,1919,1030,5511
280000,5,2,1,0,3,7,1966,1590,5250
200000,4,1,1.5,0,4,6,1922,2250,37680
490000,3,2.5,2,0,3,9,2006,2860,5273
146000,3,1,1,0,3,6,1969,900,3480
500000,5,3,2,0,3,9,1986,1870,14547
242500,3,1,1,0,3,6,1959,1210,8095
324950,3,1,1,0,3,7,1959,1160,7287
231500,2,1,1,0,4,6,1943,1060,8000
300000,3,2.5,2,0,3,8,1989,2660,9861
545000,4,2.5,2,0,3,9,1997,2765,33720
350000,3,1,1,0,5,6,1955,1460,7351
467100,3,1.75,1,0,3,7,1973,2010,8645
180000,3,1,1.5,0,3,7,1959,1070,8750
749000,4,1.5,2,0,4,8,1920,2560,5000
245000,3,2.5,2,0,3,7,1989,1640,9703
260000,5,1,1,0,5,7,1962,1600,7725
490000,3,3,3,0,3,7,1985,1690,4410
565000,4,2.5,2,0,3,8,2003,2280,4193
330000,4,2.25,2,0,3,8,1983,2070,7469
295000,3,1,1,0,4,7,1963,1320,7600
725000,3,1.5,1.5,0,4,7,1903,1290,3500
1.14E+06,4,2.5,2,0,3,10,1999,2950,9949
680000,3,2.25,1,0,3,8,1956,1940,6300
490000,2,1,1,0,4,7,1947,1830,7378
635000,3,1.75,1.5,0,4,7,1926,1480,5588
750000,3,2.5,1.5,0,4,9,1979,1280,325393
330000,4,2.25,2,0,3,8,1983,2110,7911
